Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NC_000962.3	231647	232231		plus	HTH-type transcriptional regulator		886760	protein-coding			NP_214710.1	HTH-type transcriptional regulator	194	Rv0196
NC_000962.3	232231	234519		plus	oxidoreductase		886758	protein-coding			NP_214711.1	oxidoreductase	762	Rv0197
NC_000962.3	234516	236507		minus	zinc metalloprotease	zmp1	886755	protein-coding			NP_214712.1	zinc metalloprotease	663	Rv0198c
NC_000962.3	236550	237209		plus	membrane protein		886753	protein-coding			NP_214713.1	membrane protein	219	Rv0199
NC_000962.3	237206	237895		plus	transmembrane protein		886803	protein-coding			NP_214714.1	transmembrane protein	229	Rv0200
NC_000962.3	237892	238395		minus	hypothetical protein		886756	protein-coding			NP_214715.1	hypothetical protein	167	Rv0201c
NC_000962.3	238392	241292		minus	transmembrane transport protein MmpL11	mmpL11	886750	protein-coding			NP_214716.1	transmembrane transport protein MmpL11	966	Rv0202c
NC_000962.3	241514	241924		plus	hypothetical protein		886748	protein-coding			NP_214717.1	hypothetical protein	136	Rv0203
NC_000962.3	241976	243214		minus	transmembrane protein		886747	protein-coding			NP_214718.2	transmembrane protein	412	Rv0204c
NC_000962.3	243384	244487		plus	transmembrane protein		886766	protein-coding			NP_214719.1	transmembrane protein	367	Rv0205
NC_000962.3	244484	247318		minus	transmembrane transport protein MmpL3	mmpL3	886752	protein-coding			NP_214720.1	transmembrane transport protein MmpL3	944	Rv0206c
NC_000962.3	247384	248112		minus	hypothetical protein		886742	protein-coding			NP_214721.1	hypothetical protein	242	Rv0207c
NC_000962.3	248115	248906		minus	tRNA (guanine-N(7)-)-methyltransferase		886740	protein-coding			NP_214722.1	tRNA (guanine-N(7)-)-methyltransferase	263	Rv0208c
NC_000962.3	249038	250123		plus	hypothetical protein		886739	protein-coding			NP_214723.1	hypothetical protein	361	Rv0209
NC_000962.3	250120	251598		plus	hypothetical protein		886735	protein-coding			NP_214724.1	hypothetical protein	492	Rv0210
NC_000962.3	251782	253602		plus	phosphoenolpyruvate carboxykinase	pckA	886744	protein-coding			NP_214725.1	phosphoenolpyruvate carboxykinase	606	Rv0211
NC_000962.3	253669	254640		minus	transcriptional regulator NadR	nadR	886734	protein-coding			NP_214726.1	transcriptional regulator NadR	323	Rv0212c
NC_000962.3	254637	255950		minus	methyltransferase		886746	protein-coding			NP_214727.1	methyltransferase	437	Rv0213c
NC_000962.3	256064	257677		plus	fatty-acid--CoA ligase FadD4	fadD4	886737	protein-coding			NP_214728.1	fatty-acid--CoA ligase FadD4	537	Rv0214
NC_000962.3	257719	258856		minus	uncharacterized gene		886730	pseudogene						Rv0215c
NC_000962.3	258913	259926		plus	hydratase		886729	protein-coding			NP_214730.1	hydratase	337	Rv0216
NC_000962.3	259923	260831		minus	esterase LipW	lipW	886726	protein-coding			NP_214731.1	esterase LipW	302	Rv0217c
NC_000962.3	260924	262252		plus	transmembrane protein		886727	protein-coding			NP_214732.1	transmembrane protein	442	Rv0218
NC_000962.3	262254	262802		plus	transmembrane protein		886725	protein-coding			NP_214733.1	transmembrane protein	182	Rv0219
NC_000962.3	262812	264023		plus	esterase LipC	lipC	886722	protein-coding			NP_214734.1	esterase LipC	403	Rv0220
NC_000962.3	264067	265476		plus	diacyglycerol O-acyltransferase		886719	protein-coding			NP_214735.1	diacyglycerol O-acyltransferase	469	Rv0221
NC_000962.3	265507	266295		plus	enoyl-CoA hydratase EchA1	echA1	886723	protein-coding			NP_214736.1	enoyl-CoA hydratase EchA1	262	Rv0222
NC_000962.3	266301	267764		minus	aldehyde dehydrogenase		886718	protein-coding			NP_214737.1	aldehyde dehydrogenase	487	Rv0223c
NC_000962.3	267863	268627		minus	methyltransferase		886715	protein-coding			NP_214738.1	methyltransferase	254	Rv0224c
NC_000962.3	268663	269817		plus	hypothetical protein		886713	protein-coding			NP_214739.1	hypothetical protein	384	Rv0225
NC_000962.3	269834	271564		minus	transmembrane protein		886711	protein-coding			NP_214740.1	transmembrane protein	576	Rv0226c
NC_000962.3	271574	272839		minus	membrane protein		886710	protein-coding			NP_214741.1	membrane protein	421	Rv0227c
NC_000962.3	273055	274278		plus	acyltransferase		886708	protein-coding			NP_214742.1	acyltransferase	407	Rv0228
NC_000962.3	274306	274986		minus	hypothetical protein		886724	protein-coding			NP_214743.2	hypothetical protein	137	Rv0229c
NC_000962.3	274983	275963		minus	phosphotriesterase	php	886705	protein-coding			NP_214744.1	phosphotriesterase	326	Rv0230c
NC_000962.3	276058	277764		plus	acyl-CoA dehydrogenase FadE4	fadE4	886703	protein-coding			NP_214745.1	acyl-CoA dehydrogenase FadE4	568	Rv0231
NC_000962.3	277899	278588		plus	transcriptional regulator		886701	protein-coding			NP_214746.1	transcriptional regulator	229	Rv0232
NC_000962.3	278585	279529		plus	ribonucleoside-diphosphate reductase subunit beta NrdB	nrdB	886699	protein-coding			NP_214747.1	ribonucleoside-diphosphate reductase subunit beta NrdB	314	Rv0233
NC_000962.3	279605	281140		minus	succinate-semialdehyde dehydrogenase	gabD1	886732	protein-coding			NP_216247.2	succinate-semialdehyde dehydrogenase	511	Rv0234c
NC_000962.3	281166	282614		minus	transmembrane protein		886695	protein-coding			NP_214749.1	transmembrane protein	482	Rv0235c
NC_000962.3	282649	286851		minus	alpha-(1->3)-arabinofuranosyltransferase	aftD	886707	protein-coding			NP_214750.1	alpha-(1->3)-arabinofuranosyltransferase	1400	Rv0236c
NC_000962.3	286898	287071		minus	hypothetical protein		3205106	protein-coding			YP_177619.1	hypothetical protein	57	Rv0236A
NC_000962.3	287186	288352		plus	lipoprotein LpqI	lpqI	886693	protein-coding			YP_177702.1	lipoprotein LpqI	388	Rv0237
NC_000962.3	288428	289042		plus	transcriptional regulator		886691	protein-coding			NP_214752.1	transcriptional regulator	204	Rv0238
NC_000962.3	289104	289337		plus	antitoxin VapB24	vapB24	886689	protein-coding			NP_214753.1	antitoxin VapB24	77	Rv0239
NC_000962.3	289345	289782		plus	ribonuclease VapC24	vapC24	886688	protein-coding			NP_214754.1	ribonuclease VapC24	145	Rv0240
NC_000962.3	289812	290654		minus	3-hydroxyacyl-thioester dehydratase HtdX	htdX	886686	protein-coding			NP_214755.1	3-hydroxyacyl-thioester dehydratase HtdX	280	Rv0241c
NC_000962.3	290665	292029		minus	3-oxoacyl-ACP reductase FabG	fabG4	886697	protein-coding			NP_214756.1	3-oxoacyl-ACP reductase FabG	454	Rv0242c
NC_000962.3	292171	293493		plus	acetyl-CoA acetyltransferase FadA	fadA2	886682	protein-coding			NP_214757.1	acetyl-CoA acetyltransferase FadA	440	Rv0243
NC_000962.3	293604	293705		plus	Putative small regulatory RNA	F6	14515886	ncRNA						RVnc0008
NC_000962.3	293798	295633		minus	acyl-CoA dehydrogenase FadE5	fadE5	886698	protein-coding			NP_214758.1	acyl-CoA dehydrogenase FadE5	611	Rv0244c
NC_000962.3	296005	296493		plus	oxidoreductase		886680	protein-coding			NP_214759.1	oxidoreductase	162	Rv0245
NC_000962.3	296809	298119		plus	integral membrane protein		886678	protein-coding			NP_214760.1	integral membrane protein	436	Rv0246
NC_000962.3	298116	298862		minus	succinate dehydrogenase iron-sulfur subunit		886677	protein-coding			NP_214761.1	succinate dehydrogenase iron-sulfur subunit	248	Rv0247c
NC_000962.3	298863	300803		minus	succinate dehydrogenase flavoprotein subunit		886675	protein-coding			NP_214762.1	succinate dehydrogenase flavoprotein subunit	646	Rv0248c
NC_000962.3	300834	301655		minus	succinate dehydrogenase membrane anchor subunit		886671	protein-coding			NP_214763.1	succinate dehydrogenase membrane anchor subunit	273	Rv0249c
NC_000962.3	301735	302028		minus	hypothetical protein		886669	protein-coding			NP_214764.1	hypothetical protein	97	Rv0250c
NC_000962.3	302173	302652		minus	heat shock protein	hsp	886667	protein-coding			NP_214765.1	heat shock protein	159	Rv0251c
NC_000962.3	302866	305427		plus	nitrite reductase large subunit NirB	nirB	886665	protein-coding			NP_214766.1	nitrite reductase large subunit NirB	853	Rv0252
NC_000962.3	305453	305809		plus	nitrite reductase small subunit NirD	nirD	886664	protein-coding			NP_214767.1	nitrite reductase small subunit NirD	118	Rv0253
NC_000962.3	305825	306349		minus	bifunctional cobinamide kinase/cobinamide phosphate guanylyltransferase	cobU	886661	protein-coding			NP_214768.1	bifunctional cobinamide kinase/cobinamide phosphate guanylyltransferase	174	Rv0254c
NC_000962.3	306374	307858		minus	cobyric acid synthase	cobQ1	886673	protein-coding			YP_177703.1	cobyric acid synthase	494	Rv0255c
NC_000962.3	307877	309547		minus	PPE family protein PPE2	PPE2	886684	protein-coding			YP_177704.1	PPE family protein PPE2	556	Rv0256c
NC_000962.3	309699	310073		plus	hypothetical protein		3205110	protein-coding			YP_177620.1	hypothetical protein	124	Rv0257
NC_000962.3	310294	310749		minus	hypothetical protein		886654	protein-coding			NP_214772.1	hypothetical protein	151	Rv0258c
NC_000962.3	310774	311517		minus	hypothetical protein		886657	protein-coding			NP_214773.1	hypothetical protein	247	Rv0259c
NC_000962.3	311514	312659		minus	transcriptional regulator		886651	protein-coding			NP_214774.1	transcriptional regulator	381	Rv0260c
NC_000962.3	312759	314168		minus	nitrate/nitrite transporter	narK3	886663	protein-coding			NP_214775.1	nitrate/nitrite transporter	469	Rv0261c
NC_000962.3	314309	314854		minus	aminoglycoside 2'-N-acetyltransferase	aac	886648	protein-coding			NP_214776.1	aminoglycoside 2'-N-acetyltransferase	181	Rv0262c
NC_000962.3	314864	315766		minus	hypothetical protein		886659	protein-coding			NP_214777.1	hypothetical protein	300	Rv0263c
NC_000962.3	315783	316415		minus	hypothetical protein		886646	protein-coding			NP_214778.1	hypothetical protein	210	Rv0264c
NC_000962.3	316511	317503		minus	iron ABC transporter substrate-binding lipoprotein		886650	protein-coding			YP_177705.1	iron ABC transporter substrate-binding lipoprotein	330	Rv0265c
NC_000962.3	317525	321154		minus	5-oxoprolinase OplA	oplA	886642	protein-coding			NP_214780.1	5-oxoprolinase OplA	1209	Rv0266c
NC_000962.3	321331	322722		plus	nitrite extrusion protein NarU	narU	886644	protein-coding			NP_214781.1	nitrite extrusion protein NarU	463	Rv0267
NC_000962.3	322764	323273		minus	hypothetical protein		886647	protein-coding			NP_214782.1	hypothetical protein	169	Rv0268c
NC_000962.3	323338	324531		minus	hypothetical protein		886640	protein-coding			NP_214783.1	hypothetical protein	397	Rv0269c
NC_000962.3	324567	326249		plus	fatty-acid--CoA ligase FadD2	fadD2	886637	protein-coding			NP_214784.1	fatty-acid--CoA ligase FadD2	560	Rv0270
NC_000962.3	326266	328461		minus	acyl-CoA dehydrogenase FadE6	fadE6	886641	protein-coding			NP_214785.1	acyl-CoA dehydrogenase FadE6	731	Rv0271c
NC_000962.3	328575	329708		minus	hypothetical protein		886635	protein-coding			NP_214786.1	hypothetical protein	377	Rv0272c
NC_000962.3	329705	330325		minus	transcriptional regulator		886633	protein-coding			NP_214787.1	transcriptional regulator	206	Rv0273c
NC_000962.3	330422	331003		plus	hypothetical protein		886631	protein-coding			NP_214788.1	hypothetical protein	193	Rv0274
NC_000962.3	330933	331658		minus	transcriptional regulator		886629	protein-coding			YP_177706.1	transcriptional regulator	241	Rv0275c
NC_000962.3	331748	332668		plus	hypothetical protein		886627	protein-coding			NP_214790.1	hypothetical protein	306	Rv0276
NC_000962.3	332708	333136		minus	ribonuclease VapC25	vapC25	886625	protein-coding			NP_214791.1	ribonuclease VapC25	142	Rv0277c
NC_000962.3	333160	333417		minus	uncharacterized gene	vapB25	14515902	pseudogene						Rv0277A
NC_000962.3	333437	336310		minus	PE-PGRS family protein PE_PGRS3		886623	protein-coding			YP_177707.1	PE-PGRS family protein PE_PGRS3	957	Rv0278c
NC_000962.3	336560	339073		minus	PE-PGRS family protein PE_PGRS4	PE_PGRS4	886621	protein-coding			YP_177708.1	PE-PGRS family protein PE_PGRS4	837	Rv0279c
NC_000962.3	339364	340974		plus	PPE family protein PPE3	PPE3	886619	protein-coding			YP_177709.1	PPE family protein PPE3	536	Rv0280
NC_000962.3	340998	341906		plus	S-adenosylmethionine-dependent methyltransferase		886618	protein-coding			NP_214795.1	S-adenosylmethionine-dependent methyltransferase	302	Rv0281
NC_000962.3	342130	344025		plus	ESX-3 secretion system protein EccA	eccA3	886613	protein-coding			NP_214796.1	ESX-3 secretion system protein EccA	631	Rv0282
NC_000962.3	344022	345638		plus	ESX-3 secretion system protein EccB3	eccB3	886645	protein-coding			NP_214797.1	ESX-3 secretion system protein EccB3	538	Rv0283
NC_000962.3	345635	349627		plus	ESX-3 secretion system protein EccC3	eccC3	886611	protein-coding			NP_214798.1	ESX-3 secretion system protein EccC3	1330	Rv0284
NC_000962.3	349624	349932		plus	PE family protein PE5	PE5	886608	protein-coding			YP_177710.1	PE family protein PE5	102	Rv0285
NC_000962.3	349935	351476		plus	PPE family protein PPE4	PPE4	886607	protein-coding			YP_177711.1	PPE family protein PPE4	513	Rv0286
NC_000962.3	351525	351818		plus	ESAT-6 like protein EsxG	esxG	886604	protein-coding			NP_214801.1	ESAT-6 like protein EsxG	97	Rv0287
NC_000962.3	351848	352138		plus	ESAT-6-like protein EsxH	esxH	886603	protein-coding			NP_214802.1	ESAT-6-like protein EsxH	96	Rv0288
NC_000962.3	352149	353036		plus	ESX-3 secretion-associated protein EspG3	espG3	886602	protein-coding			NP_214803.1	ESX-3 secretion-associated protein EspG3	295	Rv0289
NC_000962.3	353083	354501		plus	ESX-3 secretion system protein EccD	eccD3	886599	protein-coding			NP_214804.1	ESX-3 secretion system protein EccD	472	Rv0290
NC_000962.3	354498	355883		plus	membrane-anchored mycosin MycP	mycP3	886615	protein-coding			NP_214805.1	membrane-anchored mycosin MycP	461	Rv0291
NC_000962.3	355880	356875		plus	ESX-3 secretion system protein EccE	eccE3	886601	protein-coding			NP_214806.1	ESX-3 secretion system protein EccE	331	Rv0292
NC_000962.3	356862	358064		minus	hypothetical protein		886594	protein-coding			NP_214807.1	hypothetical protein	400	Rv0293c
NC_000962.3	358171	358956		plus	trans-aconitate methyltransferase	tam	886593	protein-coding			NP_214808.1	trans-aconitate methyltransferase	261	Rv0294
NC_000962.3	358945	359748		minus	hypothetical protein		886596	protein-coding			NP_214809.1	hypothetical protein	267	Rv0295c
NC_000962.3	359758	361155		minus	sulfatase		886600	protein-coding			YP_177712.1	sulfatase	465	Rv0296c
NC_000962.3	361334	363109		plus	PE-PGRS family protein PE_PGRS5	PE_PGRS5	885981	protein-coding			YP_177713.1	PE-PGRS family protein PE_PGRS5	591	Rv0297
NC_000962.3	363252	363479		plus	antitoxin		886590	protein-coding			NP_214812.1	antitoxin	75	Rv0298
NC_000962.3	363476	363778		plus	toxin		886598	protein-coding			NP_214813.1	toxin	100	Rv0299
NC_000962.3	363826	364047		plus	antitoxin VapB2	vapB2	886588	protein-coding			NP_214814.1	antitoxin VapB2	73	Rv0300
NC_000962.3	364044	364469		plus	ribonuclease VapC2	vapC2	886586	protein-coding			NP_214815.1	ribonuclease VapC2	141	Rv0301
NC_000962.3	364605	365237		plus	transcriptional regulator		886584	protein-coding			NP_214816.1	transcriptional regulator	210	Rv0302
NC_000962.3	365234	366142		plus	dehydrogenase/reductase		886581	protein-coding			NP_214817.1	dehydrogenase/reductase	302	Rv0303
NC_000962.3	366150	372764		minus	PPE family protein PPE5	PPE5	886592	protein-coding			YP_177714.1	PPE family protein PPE5	2204	Rv0304c
NC_000962.3	372820	375711		minus	PPE family protein PPE6	PPE6	885978	protein-coding			YP_177715.1	PPE family protein PPE6	963	Rv0305c
NC_000962.3	375914	376585		plus	oxidoreductase		886577	protein-coding			NP_214820.1	oxidoreductase	223	Rv0306
NC_000962.3	376573	377055		minus	hypothetical protein		886580	protein-coding			NP_214821.1	hypothetical protein	160	Rv0307c
NC_000962.3	377113	377829		plus	integral membrane protein		886583	protein-coding			NP_214822.1	integral membrane protein	238	Rv0308
NC_000962.3	377931	378587		plus	hypothetical protein		886574	protein-coding			NP_214823.1	hypothetical protein	218	Rv0309
NC_000962.3	378657	379148		minus	hypothetical protein		886570	protein-coding			NP_214824.1	hypothetical protein	163	Rv0310c
NC_000962.3	379172	380401		plus	hypothetical protein		886579	protein-coding			NP_214825.1	hypothetical protein	409	Rv0311
NC_000962.3	380556	382418		plus	hypothetical protein		886566	protein-coding			NP_214826.1	hypothetical protein	620	Rv0312
NC_000962.3	382490	382876		plus	hypothetical protein		886572	protein-coding			NP_214827.1	hypothetical protein	128	Rv0313
NC_000962.3	382879	383541		minus	membrane protein		886564	protein-coding			NP_214828.1	membrane protein	220	Rv0314c
NC_000962.3	383602	384486		plus	beta-1,3-glucanase		886563	protein-coding			NP_214829.1	beta-1,3-glucanase	294	Rv0315
NC_000962.3	384535	385149		plus	muconolactone isomerase		886560	protein-coding			NP_214830.1	muconolactone isomerase	204	Rv0316
NC_000962.3	385173	385943		minus	glycerophosphoryl diester phosphodiesterase GlpQ	glpQ2	886559	protein-coding			NP_214831.1	glycerophosphoryl diester phosphodiesterase GlpQ	256	Rv0317c
NC_000962.3	386204	386274		minus	tRNA-Gly	glyU	2700441	tRNA						Rvnt04
NC_000962.3	386305	387099		minus	integral membrane protein		886576	protein-coding			YP_177716.1	integral membrane protein	264	Rv0318c
NC_000962.3	387148	387816		plus	pyrrolidone-carboxylate peptidase	pcp	886555	protein-coding			NP_214833.1	pyrrolidone-carboxylate peptidase	222	Rv0319
NC_000962.3	387888	388550		plus	hypothetical protein		886553	protein-coding			NP_214834.1	hypothetical protein	220	Rv0320
NC_000962.3	388582	389154		plus	deoxycytidine triphosphate deaminase	dcd	886552	protein-coding			NP_214835.1	deoxycytidine triphosphate deaminase	190	Rv0321
NC_000962.3	389260	390591		plus	UDP-glucose 6-dehydrogenase UdgA	udgA	886550	protein-coding			NP_214836.1	UDP-glucose 6-dehydrogenase UdgA	443	Rv0322
NC_000962.3	390580	391251		minus	hypothetical protein		886557	protein-coding			NP_214837.1	hypothetical protein	223	Rv0323c
